8926635;PRJNA562529;SRR10041800
8124280;PRJNA549032;SRR9306666
8536204;PRJNA547860;SRR9680589
7752091;PRJNA540190;SRR8983330
7818462;PRJNA542111;SRR9040284
8716738;PRJNA556441;SRR9854968
8912961;PRJNA562087;SRR10033063
8775115;PRJNA553505;SRR9901837
8977322;PRJNA564442;SRR10083479
8106397;PRJNA547591;SRR9293140
11562923;PRJNA616757;SRR12396714
8517794;PRJNA552855;SRR9667640
8761569;PRJNA553505;SRR9888526
8150497;PRJNA549459;SRR9329823
8977925;PRJNA564462;SRR10083985
7886762;PRJNA542627;SRR9098975
8435710;PRJNA545251;SRR9607122
5412147;PRJNA450618;SRR7015960
9015797;PRJNA565518;SRR10120525
8747420;PRJNA557827;SRR9879363
8834561;PRJNA558558;SRR9955160
9015806;PRJNA565518;SRR10120516
9039203;PRJNA539027;SRR10140530
7795635;PRJNA541222;SRR9021054
8449137;PRJNA552082;SRR9617157
8009997;PRJNA545410;SRR9203178
7752092;PRJNA540190;SRR8983329
5355189;PRJNA444976;SRR6958483
7818455;PRJNA542111;SRR9040291
5605415;PRJNA453965;SRR7212572
7793185;PRJNA541010;SRR9018555
7752100;PRJNA540190;SRR8983321
9080169;PRJNA561193;SRR10179347
8506299;PRJNA550260;SRR9660715
8959591;PRJNA548041;SRR10067895
9947774;PRJNA567482;SRR10953345
8519487;PRJNA553023;SRR9669406
8493089;PRJNA552945;SRR9648594
8747425;PRJNA557827;SRR9879358
8449134;PRJNA552082;SRR9617160
8449142;PRJNA552082;SRR9617152
8154695;PRJNA549353;SRR9333987
8010004;PRJNA545410;SRR9203171
8536202;PRJNA547860;SRR9680591
8419333;PRJNA550441;SRR9593835
8545981;PRJNA554501;SRR9690631
8983781;PRJNA563204;SRR10089983
8724945;PRJNA540760;SRR9860542
9648075;PRJNA562498;SRR10687597
8554825;PRJNA552585;SRR9700136
9888479;PRJNA557323;SRR10901569
8154706;PRJNA549353;SRR9333976
7886753;PRJNA542627;SRR9098984
8912952;PRJNA562087;SRR10033072
9403082;PRJNA564215;SRR10466879
7860264;PRJNA540094;SRR9074928
8720588;PRJNA557310;SRR9859010
8977920;PRJNA564462;SRR10083990
8977911;PRJNA564462;SRR10083999
9962823;PRJNA566856;SRR10967730
7984625;PRJNA545795;SRR9177011
8730002;PRJNA557331;SRR9865870
8567180;PRJNA539501;SRR9710542
7793183;PRJNA541010;SRR9018557
7905112;PRJNA543861;SRR9111863
9015802;PRJNA565518;SRR10120520
8716743;PRJNA556441;SRR9854963
9039207;PRJNA539028;SRR10140534
8730004;PRJNA557331;SRR9865868
8089239;PRJNA548424;SRR9276617
8569336;PRJNA539178;SRR9711254
8449136;PRJNA552082;SRR9617158
8554833;PRJNA552585;SRR9700128
8039098;PRJNA544938;SRR9226069
8493100;PRJNA552945;SRR9648583
8493091;PRJNA552945;SRR9648592
8937963;PRJNA563008;SRR10054268
8977927;PRJNA564462;SRR10083983
8132202;PRJNA542494;SRR9313414
8510811;PRJNA539376;SRR9665371
9648069;PRJNA562498;SRR10687603
8716740;PRJNA556441;SRR9854966
9034848;PRJNA539012;SRR10136068
7837346;PRJNA541820;SRR9052925
8154693;PRJNA549353;SRR9333989
8772559;PRJNA558040;SRR9899345
8039094;PRJNA544938;SRR9226073
9403084;PRJNA564215;SRR10466877
9015804;PRJNA565518;SRR10120518
8554838;PRJNA552585;SRR9700123
8729994;PRJNA557331;SRR9865878
9080168;PRJNA561193;SRR10179348
8983771;PRJNA563204;SRR10089993
7816912;PRJNA542210;SRR9038719
7796010;PRJNA541392;SRR9021431
7752096;PRJNA540190;SRR8983325
8977321;PRJNA564442;SRR10083480
7789758;PRJNA541100;SRR9015598
8419336;PRJNA550441;SRR9593832
9015792;PRJNA565518;SRR10120530
8410307;PRJNA550037;SRR9588685
8729992;PRJNA557331;SRR9865880
8009998;PRJNA545410;SRR9203177
8419320;PRJNA550441;SRR9593848
8761573;PRJNA553505;SRR9888522
7818460;PRJNA542111;SRR9040286
8977326;PRJNA564442;SRR10083475
8977917;PRJNA564462;SRR10083993
8834565;PRJNA558558;SRR9955156
9962830;PRJNA566875;SRR10967737
5410311;PRJNA450540;SRR7013954
8495047;PRJNA539620;SRR9650340
7795637;PRJNA541222;SRR9021052
8841205;PRJNA552163;SRR9962605
8124293;PRJNA549032;SRR9306653
8925236;PRJNA560474;SRR10040634
8772563;PRJNA558040;SRR9899341
8154691;PRJNA549353;SRR9333991
8578414;PRJNA555609;SRR9719872
8977921;PRJNA564462;SRR10083989
8926627;PRJNA562529;SRR10041808
9648064;PRJNA562498;SRR10687608
9962818;PRJNA566852;SRR10967725
8148985;PRJNA549661;SRR9327980
8718582;PRJNA557254;SRR9856996
8124286;PRJNA549032;SRR9306660
7819332;PRJNA542133;SRR9041177
9015795;PRJNA565518;SRR10120527
8716739;PRJNA556441;SRR9854967
8435726;PRJNA545251;SRR9607106
8150489;PRJNA549459;SRR9329831
8545983;PRJNA554501;SRR9690629
8410314;PRJNA550037;SRR9588678
9947802;PRJNA567487;SRR10953317
9947800;PRJNA567486;SRR10953319
9403083;PRJNA564215;SRR10466878
8419325;PRJNA550441;SRR9593843
7803792;PRJNA541485;SRR9029136
9641301;PRJNA557323;SRR10680556
8983773;PRJNA563204;SRR10089991
9403080;PRJNA564215;SRR10466865
5514861;PRJNA453459;SRR7110402
7981765;PRJNA544767;SRR9176571
8554843;PRJNA552585;SRR9700118
8536192;PRJNA547860;SRR9680601
9963417;PRJNA566917;SRR10968278
7905549;PRJNA543961;SRR9112181
8449135;PRJNA552082;SRR9617159
7752085;PRJNA540190;SRR8983336
8718587;PRJNA557254;SRR9856991
9319563;PRJNA561995;SRR10387616
7803601;PRJNA541056;SRR9028913
8124284;PRJNA549032;SRR9306662
8714550;PRJNA556302;SRR9852180
8705319;PRJNA556819;SRR9844441
8124250;PRJNA549030;SRR9306618
8019274;PRJNA547610;SRR9212074
8449785;PRJNA539325;SRR9617869
8747677;PRJNA557830;SRR9879659
8729991;PRJNA557331;SRR9865881
7886744;PRJNA542627;SRR9098993
8554824;PRJNA552585;SRR9700137
9641296;PRJNA557323;SRR10680561
7793173;PRJNA541010;SRR9018567
5355177;PRJNA444971;SRR6958471
8718589;PRJNA557254;SRR9856989
8554831;PRJNA552585;SRR9700130
7789755;PRJNA541100;SRR9015601
7860256;PRJNA540094;SRR9074936
7795694;PRJNA539563;SRR9021112
8912954;PRJNA562087;SRR10033070
8150486;PRJNA549459;SRR9329834
7793175;PRJNA541010;SRR9018565
7796013;PRJNA541392;SRR9021428
7818464;PRJNA542111;SRR9040282
8449126;PRJNA552082;SRR9617168
8545973;PRJNA554501;SRR9690639
8729990;PRJNA557331;SRR9865882
8150491;PRJNA549459;SRR9329829
8772565;PRJNA558040;SRR9899339
7886006;PRJNA543713;SRR9098277
8009994;PRJNA545410;SRR9203181
9963410;PRJNA567019;SRR10968271
8549562;PRJNA539517;SRR9694907
8729999;PRJNA557331;SRR9865873
9039212;PRJNA539034;SRR10140539
8009995;PRJNA545410;SRR9203180
7886749;PRJNA542627;SRR9098988
8150484;PRJNA549459;SRR9329836
8554832;PRJNA552585;SRR9700129
8834548;PRJNA558558;SRR9955173
8449139;PRJNA552082;SRR9617155
8983780;PRJNA563204;SRR10089984
7860257;PRJNA540094;SRR9074935
9995166;PRJNA566804;SRR10997865
9901803;PRJNA567445;SRR10915419
7860269;PRJNA540094;SRR9074923
8018949;PRJNA547595;SRR9211661
8978843;PRJNA560248;SRR10084878
7795634;PRJNA541222;SRR9021055
7752090;PRJNA540190;SRR8983331
9888477;PRJNA557323;SRR10901571
7793184;PRJNA541010;SRR9018556
9039679;PRJNA561675;SRR10140695
8718588;PRJNA557254;SRR9856990
9641297;PRJNA557323;SRR10680560
11521738;PRJNA616891;SRR12363743
8150498;PRJNA549459;SRR9329822
8435721;PRJNA545251;SRR9607111
9962824;PRJNA566855;SRR10967731
8730001;PRJNA557331;SRR9865871
8926633;PRJNA562529;SRR10041802
7793172;PRJNA541010;SRR9018568
7795633;PRJNA541222;SRR9021056
8449133;PRJNA552082;SRR9617161
8493085;PRJNA552945;SRR9648598
9641298;PRJNA557323;SRR10680559
8923356;PRJNA559756;SRR10038633
8456179;PRJNA552210;SRR9620087
8923355;PRJNA559756;SRR10038634
8755556;PRJNA557612;SRR9887603
10528123;PRJNA544320;SRR11513783
7818454;PRJNA542111;SRR9040292
9947787;PRJNA567463;SRR10953332
8923354;PRJNA559756;SRR10038635
8493084;PRJNA552945;SRR9648599
8010000;PRJNA545410;SRR9203175
9902398;PRJNA567452;SRR10916015
9947779;PRJNA567459;SRR10953340
8148991;PRJNA549661;SRR9327974
9044969;PRJNA566399;SRR10147788
5449243;PRJNA450594;SRR7051129
9888476;PRJNA557323;SRR10901572
11521466;PRJNA616727;SRR12363485
9359014;PRJNA561903;SRR10420813
9041036;PRJNA539046;SRR10142363
5410301;PRJNA450540;SRR7013964
7789760;PRJNA541100;SRR9015596
7803795;PRJNA541485;SRR9029133
7803784;PRJNA541485;SRR9029144
8867399;PRJNA560474;SRR9990531
7752099;PRJNA540190;SRR8983322
8419334;PRJNA550441;SRR9593834
7752098;PRJNA540190;SRR8983323
7789756;PRJNA541100;SRR9015600
8772561;PRJNA558040;SRR9899343
8977332;PRJNA564442;SRR10083469
8716744;PRJNA556441;SRR9854962
8124282;PRJNA549032;SRR9306664
8912962;PRJNA562087;SRR10033062
8449141;PRJNA552082;SRR9617153
8493098;PRJNA552945;SRR9648585
7789759;PRJNA541100;SRR9015597
8977314;PRJNA564442;SRR10083487
8505028;PRJNA539509;SRR9659499
9960121;PRJNA567240;SRR10965084
9015796;PRJNA565518;SRR10120526
7886748;PRJNA542627;SRR9098989
5468660;PRJNA453158;SRR7067574
5429660;PRJNA444895;SRR7030982
7886752;PRJNA542627;SRR9098985
8419332;PRJNA550441;SRR9593836
8977922;PRJNA564462;SRR10083988
9319568;PRJNA561995;SRR10387611
9947785;PRJNA567475;SRR10953334
8456178;PRJNA552210;SRR9620088
8009991;PRJNA545410;SRR9203184
8493093;PRJNA552945;SRR9648590
9080167;PRJNA561193;SRR10179349
11521713;PRJNA616881;SRR12363768
7818453;PRJNA542111;SRR9040293
8903887;PRJNA562118;SRR10022407
8554104;PRJNA555079;SRR9699372
8716742;PRJNA556441;SRR9854964
8545977;PRJNA554501;SRR9690635
8578420;PRJNA555609;SRR9719866
8977325;PRJNA564442;SRR10083476
8522343;PRJNA554305;SRR9671551
8926634;PRJNA562529;SRR10041801
8521109;PRJNA539433;SRR9670535
7860275;PRJNA540094;SRR9074917
8506309;PRJNA550260;SRR9660705
8154707;PRJNA549353;SRR9333975
8419326;PRJNA550441;SRR9593842
8150493;PRJNA549459;SRR9329827
8772560;PRJNA558040;SRR9899344
9995062;PRJNA566788;SRR10997761
9648076;PRJNA562498;SRR10687596
8486777;PRJNA538255;SRR9646325
8124279;PRJNA549032;SRR9306667
8564105;PRJNA539495;SRR9707467
5485450;PRJNA450612;SRR7083328
8977910;PRJNA564462;SRR10084000
9950218;PRJNA567628;SRR10955595
8912958;PRJNA562087;SRR10033066
9641294;PRJNA557323;SRR10680563
8124290;PRJNA549032;SRR9306656
8124288;PRJNA549032;SRR9306658
8834563;PRJNA558558;SRR9955158
8977330;PRJNA564442;SRR10083471
9027958;PRJNA539194;SRR10131205
8724680;PRJNA540760;SRR9860266
8419337;PRJNA550441;SRR9593831
5482243;PRJNA451372;SRR7080768
8977916;PRJNA564462;SRR10083994
7905553;PRJNA543961;SRR9112177
9648063;PRJNA562498;SRR10687609
5410313;PRJNA450540;SRR7013952
9030154;PRJNA539196;SRR10133149
9648079;PRJNA562498;SRR10687593
7796011;PRJNA541392;SRR9021430
8545982;PRJNA554501;SRR9690630
8150494;PRJNA549459;SRR9329826
8545972;PRJNA554501;SRR9690640
8841199;PRJNA552163;SRR9962611
9039680;PRJNA561675;SRR10140694
8545989;PRJNA554501;SRR9690623
8871415;PRJNA560333;SRR9993392
8545985;PRJNA554501;SRR9690627
8923359;PRJNA559756;SRR10038630
8923358;PRJNA559756;SRR10038631
7796012;PRJNA541392;SRR9021429
8761571;PRJNA553505;SRR9888524
9963363;PRJNA567128;SRR10968224
8545978;PRJNA554501;SRR9690634
8493083;PRJNA552945;SRR9648600
9027911;PRJNA539182;SRR10131158
8755559;PRJNA557612;SRR9887600
9080156;PRJNA561193;SRR10179360
7920765;PRJNA543603;SRR9123368
7851917;PRJNA542898;SRR9066137
8493090;PRJNA552945;SRR9648593
8449138;PRJNA552082;SRR9617156
8150481;PRJNA549459;SRR9329839
7816908;PRJNA542210;SRR9038723
8456177;PRJNA552210;SRR9620089
8522346;PRJNA554305;SRR9671548
8536201;PRJNA547860;SRR9680592
5453483;PRJNA451377;SRR7054584
8419331;PRJNA550441;SRR9593837
8519017;PRJNA539420;SRR9668936
8009993;PRJNA545410;SRR9203182
8010743;PRJNA546571;SRR9203961
8983783;PRJNA563204;SRR10089981
9962817;PRJNA566851;SRR10967724
9837214;PRJNA564726;SRR10855754
9888474;PRJNA557323;SRR10901574
8925215;PRJNA560178;SRR10040583
8977924;PRJNA564462;SRR10083986
8926638;PRJNA562529;SRR10041797
8493087;PRJNA552945;SRR9648596
9015793;PRJNA565518;SRR10120529
8977912;PRJNA564462;SRR10083998
7781254;PRJNA539640;SRR9007738
8926621;PRJNA562529;SRR10041814
8716745;PRJNA556441;SRR9854961
9995125;PRJNA566792;SRR10997824
7790305;PRJNA536005;SRR9016143
7886759;PRJNA542627;SRR9098978
9041570;PRJNA539058;SRR10142909
8582417;PRJNA555626;SRR9722238
8977319;PRJNA564442;SRR10083482
9034353;PRJNA538953;SRR10135780
8148979;PRJNA549661;SRR9327986
8912957;PRJNA562087;SRR10033067
5411174;PRJNA450117;SRR7014897
9857106;PRJNA566623;SRR10873276
7860263;PRJNA540094;SRR9074929
9027959;PRJNA539195;SRR10131206
8124283;PRJNA549032;SRR9306663
7886754;PRJNA542627;SRR9098983
9950144;PRJNA567621;SRR10955521
8154702;PRJNA549353;SRR9333980
8154696;PRJNA549353;SRR9333986
8545979;PRJNA554501;SRR9690633
9015799;PRJNA565518;SRR10120523
8419335;PRJNA550441;SRR9593833
8010001;PRJNA545410;SRR9203174
8150495;PRJNA549459;SRR9329825
8761572;PRJNA553505;SRR9888523
9995167;PRJNA566808;SRR10997866
8977328;PRJNA564442;SRR10083473
8926625;PRJNA562529;SRR10041810
7793182;PRJNA541010;SRR9018558
8729998;PRJNA557331;SRR9865874
7796014;PRJNA541392;SRR9021427
7860261;PRJNA540094;SRR9074931
8125992;PRJNA548995;SRR9308474
8009996;PRJNA545410;SRR9203179
7752088;PRJNA540190;SRR8983333
7984627;PRJNA545795;SRR9177009
6494437;PRJNA444973;SRR7976078
8926631;PRJNA562529;SRR10041804
8977316;PRJNA564442;SRR10083485
8977915;PRJNA564462;SRR10083995
8937958;PRJNA563008;SRR10054273
8983776;PRJNA563204;SRR10089988
8925208;PRJNA560178;SRR10040590
5449235;PRJNA450594;SRR7051137
8959592;PRJNA548041;SRR10067894
8747423;PRJNA557827;SRR9879360
8978844;PRJNA560248;SRR10084877
7819450;PRJNA542144;SRR9041224
7818463;PRJNA542111;SRR9040283
7818459;PRJNA542111;SRR9040287
9080157;PRJNA561193;SRR10179359
8154701;PRJNA549353;SRR9333981
8926629;PRJNA562529;SRR10041806
8926626;PRJNA562529;SRR10041809
8925242;PRJNA560474;SRR10040628
8545975;PRJNA554501;SRR9690637
8705317;PRJNA556819;SRR9844443
9963044;PRJNA566752;SRR10967951
9641295;PRJNA557323;SRR10680562
8009989;PRJNA545410;SRR9203186
7860271;PRJNA540094;SRR9074921
8926624;PRJNA562529;SRR10041811
7816910;PRJNA542210;SRR9038721
8009987;PRJNA545410;SRR9203188
8482539;PRJNA552403;SRR9643845
8925240;PRJNA560474;SRR10040630
7992911;PRJNA545958;SRR9184839
7886757;PRJNA542627;SRR9098980
8124246;PRJNA549030;SRR9306622
8554828;PRJNA552585;SRR9700133
8912953;PRJNA562087;SRR10033071
8010738;PRJNA546571;SRR9203966
8867401;PRJNA560474;SRR9990529
8154704;PRJNA549353;SRR9333978
7793181;PRJNA541010;SRR9018559
8977317;PRJNA564442;SRR10083484
7752087;PRJNA540190;SRR8983334
7886760;PRJNA542627;SRR9098977
7886015;PRJNA543713;SRR9098268
7803602;PRJNA541056;SRR9028912
7816909;PRJNA542210;SRR9038722
8747414;PRJNA557827;SRR9879369
9962831;PRJNA566882;SRR10967738
9962814;PRJNA566848;SRR10967721
8983785;PRJNA563204;SRR10089979
11574311;PRJNA616700;SRR12407771
9641305;PRJNA557323;SRR10680552
7920760;PRJNA543603;SRR9123373
8926630;PRJNA562529;SRR10041805
9962987;PRJNA566895;SRR10967894
9350263;PRJNA559862;SRR10412069
8124247;PRJNA549030;SRR9306621
9648067;PRJNA562498;SRR10687605
8488177;PRJNA535858;SRR9647848
8124249;PRJNA549030;SRR9306619
7763662;PRJNA535493;SRR8994408
8545976;PRJNA554501;SRR9690636
9015794;PRJNA565518;SRR10120528
8983772;PRJNA563204;SRR10089992
8132216;PRJNA542494;SRR9313400
8419319;PRJNA550441;SRR9593849
7885954;PRJNA543713;SRR9098193
8977331;PRJNA564442;SRR10083470
9857127;PRJNA566631;SRR10873297
8496278;PRJNA552122;SRR9651409
8834556;PRJNA558558;SRR9955165
5410306;PRJNA450540;SRR7013959
8841194;PRJNA552163;SRR9962616
8983786;PRJNA563204;SRR10089978
8150488;PRJNA549459;SRR9329832
5457455;PRJNA450524;SRR7058500
8730000;PRJNA557331;SRR9865872
7886010;PRJNA543713;SRR9098273
8154690;PRJNA549353;SRR9333992
11563018;PRJNA616783;SRR12396809
7796009;PRJNA541392;SRR9021432
8521847;PRJNA539456;SRR9671231
8449128;PRJNA552082;SRR9617166
7793186;PRJNA541010;SRR9018554
9963004;PRJNA566901;SRR10967911
8716737;PRJNA556441;SRR9854969
9648068;PRJNA562498;SRR10687604
8493086;PRJNA552945;SRR9648597
7777032;PRJNA539636;SRR9005073
8124281;PRJNA549032;SRR9306665
8925239;PRJNA560474;SRR10040631
8718583;PRJNA557254;SRR9856995
9947782;PRJNA567468;SRR10953337
8554830;PRJNA552585;SRR9700131
8926622;PRJNA562529;SRR10041813
8154699;PRJNA549353;SRR9333983
7860270;PRJNA540094;SRR9074922
8009990;PRJNA545410;SRR9203185
8926620;PRJNA562529;SRR10041815
9962622;PRJNA566660;SRR10967529
8419329;PRJNA550441;SRR9593839
9837228;PRJNA564726;SRR10855740
7729787;PRJNA539872;SRR8962169
8522347;PRJNA554305;SRR9671547
5482247;PRJNA451372;SRR7080764
9015791;PRJNA565518;SRR10120531
9641300;PRJNA557323;SRR10680557
8977928;PRJNA564462;SRR10083982
8150485;PRJNA549459;SRR9329835
7930192;PRJNA544877;SRR9130395
9963006;PRJNA566906;SRR10967913
8488400;PRJNA535903;SRR9648115
8124291;PRJNA549032;SRR9306655
8570662;PRJNA554877;SRR9712579
9030192;PRJNA539208;SRR10133187
8039097;PRJNA544938;SRR9226070
5453614;PRJNA450709;SRR7054870
8937959;PRJNA563008;SRR10054272
8419318;PRJNA550441;SRR9593850
8554837;PRJNA552585;SRR9700124
8124285;PRJNA549032;SRR9306661
8925232;PRJNA560474;SRR10040638
30866;PRJNA51951;SRR065696
8124289;PRJNA549032;SRR9306657
8419327;PRJNA550441;SRR9593841
9031405;PRJNA539218;SRR10134667
9403085;PRJNA564215;SRR10466876
7818457;PRJNA542111;SRR9040289
10917675;PRJNA547686;SRR11848380
7886022;PRJNA543713;SRR9098261
7886011;PRJNA543713;SRR9098272
7793170;PRJNA541010;SRR9018570
8419324;PRJNA550441;SRR9593844
9648077;PRJNA562498;SRR10687595